datum,wochentag,isferienzh,ferien desc zh,isferiensg,ferien desc sg,isferiengr,ferien desc gr,feiertag desc,isfeiertag zh,isfeiertag sg,isfeiertag gr,t_2m_c_avg,snow_depth_cm_avg,visibility_m_avg,wind_speed_10m_ms_max,prob_precip_1h_p_avg,prob_tstorm_1h_p_avg,hail_idx_avg,wind_gusts_10m_ms_max,wind_speed_mean_10m_24h_ms_avg,t_max_2m_24h_c_max,t_min_2m_24h_c_min,precip_24h_mm_max,fresh_snow_24h_cm_max,is_sleet_1h_idx_max,is_fog_1h_idx_max,precip_1h_mm_sum,fresh_snow_1h_cm_sum,wind_speed_mean_10m_1h_ms_avg,weather_symbol_1h_idx_spe,number_of_events,schalter,tel,mail,total anfragen
2016-04-16,Samstag,0,NA,1,Fruehlingsferien,1,Fruehlingsferien,NA,0,0,0,9.7,18.325,28561,2.6,1,1,0,8.1,2.2,12.5,0.4,0,0,0,0,0,0,10.9,0,0,0,26.8,5,31.8
2016-04-15,Freitag,0,NA,1,Fruehlingsferien,0,NA,NA,0,0,0,6.2,15.225,28561,2.5,1,1,0,5.9,1.3,9.2,-0.5,0.52,0,0,0,0,0,7.5,0.7,0,0,26.8,9,35.8
2016-04-14,Donnerstag,0,NA,1,Fruehlingsferien,0,NA,NA,0,0,0,3.85,18.025,15029.8,1.9,1,1,0,2.1,2.2,12.8,0.2,9.13,0,0,1,0,0,4.9,1.7,0,10,26.8,19,55.8
2016-04-13,Mittwoch,0,NA,1,Fruehlingsferien,0,NA,NA,0,0,0,6.95,18.475,21420.75,1.95,24.525,13.075,0,6.3,2,13.8,0.1,0,0,1,1,4.89,0,10.1,1.2,0,6,26.8,33,65.8
2016-04-12,Dienstag,0,NA,1,Fruehlingsferien,0,NA,NA,0,0,0,7.35,21.95,28561,1.65,1,1,0,3.9,1.9,14,-0.2,0,0,0,0,0,0,6.8,1.9,0,12,26.8,26,64.8
2016-04-11,Montag,0,NA,1,Fruehlingsferien,0,NA,NA,0,0,0,6.65,21.75,28561,2.25,1,1,0,5.5,1.4,13.5,-2.3,0.01,0,0,0,0,0,8.8,2.3,0,12,26.8,21,59.8
2016-04-10,Sonntag,0,NA,1,Fruehlingsferien,0,NA,NA,0,0,0,5.925,25.875,24788.675,2.125,1,4.475,0,2.4,1.6,7.8,-3,0,0,0,0,0,0,5.7,2.4,0,8,26.8,14,48.8
2016-04-09,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,1.85,27.45,15031.625,2.85,1,1,0,2.8,1.6,3.1,-2,3.18,3.1,0,1,0,0,6.3,0.5,0,31,26.8,25,82.8
2016-04-08,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,-0.525,31.8,21420.75,3.075,16.9,1,0,2.8,1.7,11.4,-1.4,9.24,0,0,1,2.19,2,6.8,0,0,29,26.8,19,74.8
2016-04-07,Donnerstag,0,NA,0,NA,0,NA,Näfelser Fahrt,0,0,0,4.85,22.825,14280.5,2.35,4.425,1.15,0,4.4,1.3,8.3,3.7,0,0,0,1,0.43,0,6.2,0.8,0,16,26.8,32,74.8
2016-04-06,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,6.225,22.975,14280.5,2.525,1,1,0,3.2,2.3,14.5,3.9,0,0,0,1,0,0,5.2,0,0,15,26.8,16,57.8
2016-04-05,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,10.65,30.7,28561,2.375,1,1,0,8.6,2.7,13,5.1,0.02,0,0,0,0,0,10.2,1.3,0,15,26.8,23,64.8
2016-04-04,Montag,0,NA,0,NA,0,NA,NA,0,0,0,9.975,37.425,28561,2.7,1,1,0,8.5,2.4,15.3,4,0,0,0,0,0,0,12.5,0,0,18,26.8,23,67.8
2016-04-03,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,9.85,45.45,28561,2.25,1,1,0,8.1,1.7,14.9,2.8,0,0,0,0,0,0,9.3,1.1,0,4,26.8,22,52.8
2016-04-02,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,8.325,48.75,28561,1.75,1,1,0,5,1.8,12.7,3.8,0,0,0,0,0,0,5.5,3.3,0,23,26.8,14,63.8
2016-04-01,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,10.375,51.25,28561,2.45,1,1,0,7.9,1.9,12.2,1.6,0,0,0,0,0,0,8,0,0,33,26.8,12,71.8
2016-03-31,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,8.55,58,28561,3.05,1,1,0,9.2,2,11.9,1.4,0.04,0,0,0,0,0,7.5,0.5,0,38,52.8,21,111.8
2016-03-30,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,8.225,46.25,28561,2.3,1,1,0,6.8,1.7,10.6,-1.2,0.42,0,0,0,0,0,8.2,0,0,49,52.8,37,138.8
2016-03-29,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,5.625,43,28561,2.225,1,1,0,3.7,1.6,8.9,-2.3,0,0,0,0,0,0,6.8,1.5,0,46,52.8,24,122.8
2016-03-28,Montag,0,NA,0,NA,0,NA,Ostermontag,0,0,0,4.95,62.075,21420.75,2.175,1,1,0,4.6,1.7,11.4,-1.1,0.73,0.4,0,1,0,0,6.3,1.6,0,28,52.8,19,99.8
2016-03-27,Sonntag,0,NA,0,NA,0,NA,Ostersonntag,1,1,1,4.6,66.225,28561,2.9,1,1,0,3.1,1.3,9.9,-2.1,0.3,0.3,0,0,0,0,6.8,0.8,0,32,52.8,7,91.8
2016-03-26,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,4.3,65.625,14280.65,2.125,1,1,0,3.4,1.3,4.2,-2.1,1.51,1.1,0,1,0.03,0,5,0.7,0,64,52.8,7,123.8
2016-03-25,Freitag,0,NA,0,NA,0,NA,Karfreitag,1,1,1,1.6,53.075,21420.75,1.925,1,1,0,3.4,1.5,5.8,-3.8,0,0,0,1,0,0,4.9,0,0,26,52.8,18,96.8
2016-03-24,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,2.375,65.875,28561,2.4,1,1,0,4.8,2.2,0.7,-3.4,0,0,0,0,0,0,6.8,2.4,0,36,52.8,24,112.8
2016-03-23,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,0.675,51.125,28561,3.2,1,1,0,4.9,1.8,6.8,-3.5,0,0,0,0,0,0,8.9,0,0,29,52.8,25,106.8
2016-03-22,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,3.025,50.55,28561,2.7,1,1,0,2.6,1.6,9.1,-2.4,0,0,0,0,0,0,6.7,1.6,0,38,52.8,25,115.8
2016-03-21,Montag,0,NA,0,NA,0,NA,NA,0,0,0,4.425,67.2,28561,2.575,1,1,0,2.5,1.5,10.2,-1.8,0,0,0,0,0,0,6.1,0,0,24,52.8,30,106.8
2016-03-20,Sonntag,0,NA,0,NA,0,NA,Frühlingsanfang,1,1,1,6.075,72.875,28561,1.725,1,1,0,2.9,1.4,8.4,-2.4,0,0,0,0,0,0,6.3,1.4,0,17,52.8,18,87.8
2016-03-19,Samstag,0,NA,0,NA,0,NA,Josefstag,0,0,1,5.45,76.375,28561,1.75,1,1,0,2,1.4,9.1,-2.3,0,0,0,0,0,0,5.5,2,0,36,52.8,47,135.8
2016-03-18,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,4.8,78.925,28561,1.85,1,1,0,2.2,1.3,7.3,-4,0,0,0,0,0,0,6.1,0,0,32,52.8,44,128.8
2016-03-17,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,3.775,80.775,28561,1.275,1,1,0,2.5,2,4.5,-5.2,0.18,1.3,0,0,0,0,4.6,2.9,0,33,52.8,34,119.8
2016-03-16,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,1.3,56.225,28561,3.025,1,1,0,7.5,1.6,5.3,-4.8,0,0,0,0,0,0,8.5,0,0,36,52.8,26,114.8
2016-03-15,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,0.725,77.125,28561,2.15,1,1,0,4.5,1.3,6.4,-4.5,0,0,0,0,0,0,5.8,0.2,0,35,52.8,31,118.8
2016-03-14,Montag,0,NA,0,NA,0,NA,NA,0,0,0,2.25,85.025,28561,2.025,1,1,0,3,1.3,5.6,-5.9,0,0,0,0,0,0,5,2,0,24,52.8,35,111.8
2016-03-13,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,2.425,87.475,21420.75,2.625,1,1,0,3.1,1.7,5.7,-6.2,0,0,0,1,0,0,5.5,0,0,33,52.8,18,103.8
2016-03-12,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,0.325,88.95,21420.75,2.725,1,1,0,2.8,1.3,4.6,-9.8,0,0,0,1,0,0,6.2,0,0,69,52.8,14,135.8
2016-03-11,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,-0.875,90.675,28561,2.075,1,1,0,3.1,1.4,3.7,-9.6,0,0,0,0,0,0,4.4,1.5,0,73,52.8,23,148.8
2016-03-10,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,-2.225,92.275,28561,2.275,1,1,0,2.2,1.5,3.3,-11.7,0,0,0,0,0,0,6.7,0,0,53,52.8,45,150.8
2016-03-09,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,-2.85,97.875,28561,2.125,1,1,0,6,1.6,-0.8,-11.3,0,0,0,0,0,0,5.3,0,0,37,52.8,37,126.8
2016-03-08,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,-5.575,101.875,28561,2.1,1,1,0,5.1,1.2,-0.2,-10.9,0,0,0,0,0,0,5.4,0.7,0,54,52.8,38,144.8
2016-03-07,Montag,0,NA,0,NA,0,NA,NA,0,0,0,-5.175,108.05,28561,1.7,1,1,0,2.7,1.4,1,-10.5,1.37,1.5,0,0,0,0,4.4,0.4,0,29,52.8,45,126.8
2016-03-06,Sonntag,0,NA,0,NA,1,Sportferien,NA,0,0,0,-2.125,111.575,21420.75,2.2,1,1,0,2.8,1.9,-1.2,-4.2,35.96,32.7,0,1,0,0,5.5,0,0,32,52.8,30,114.8
2016-03-05,Samstag,0,NA,0,NA,1,Sportferien,NA,0,0,0,-1.075,84.975,7141.675,2.125,27.575,1,0,11.5,1.7,2.9,-9.4,0,0,0,1,4.89,3.3,8.8,0,0,35,52.8,12,99.8
2016-03-04,Freitag,0,NA,0,NA,1,Sportferien,NA,0,0,0,-1.525,78.575,28561,2.175,1,1,0,6.6,1.4,0,-8.6,0.29,0.4,0,0,0,0,5.4,0,0,31,52.8,23,106.8
2016-03-03,Donnerstag,0,NA,0,NA,1,Sportferien,NA,0,0,0,-1.975,75.375,28561,1.6,2.025,1,0,3.6,1.5,6.2,-4.9,9.23,5,0,0,0.12,0,4.4,0.4,0,52,52.8,30,134.8
2016-03-02,Mittwoch,0,NA,0,NA,1,Sportferien,NA,0,0,0,0.95,70.175,21420.75,2.1,24.525,1,0,5.2,1.2,1.6,-5.9,0.1,0.3,0,1,3.63,5.8,5.3,0,0,45,52.8,46,143.8
2016-03-01,Dienstag,0,NA,0,NA,1,Sportferien,NA,0,0,0,-1.225,69.525,28561,2.475,1,1,0,4.4,1.5,0.1,-4.7,1.45,1.7,0,0,0,0,4.9,0.6,0,45,52.8,30,127.8
2016-02-29,Montag,0,NA,0,NA,1,Sportferien,NA,0,0,0,-0.25,65.925,10509.05,3,1,1,0,3.6,1.2,6.6,-2,0,0,0,1,0,0,5.1,0,0,45,52.8,30,127.8
2016-02-28,Sonntag,1,Sportferien,0,NA,1,Sportferien,NA,0,0,0,3.725,64.95,21420.75,2.225,1,1,0,4.7,1.2,5,-3.5,0,0,0,1,0,0,4.6,0.8,0,38,65.6,24,127.6
2016-02-27,Samstag,1,Sportferien,0,NA,1,Sportferien,NA,0,0,0,2.35,64.125,28561,1.425,1,1,0,5.7,1.4,3.8,-7,0,0,0,0,0,0,4.4,0.4,0,65,65.6,27,157.6
2016-02-26,Freitag,1,Sportferien,0,NA,0,NA,NA,0,0,0,0.85,63.3,24788.675,2.4,1,1,0,4.3,1.5,2.9,-4.7,0.29,0,0,0,0,0,6.3,0,0,31,65.6,34,130.6
2016-02-25,Donnerstag,1,Sportferien,0,NA,0,NA,NA,0,0,0,0.7,64.575,28561,3.075,3.675,1,0,3,1.3,2.3,-7.8,0,0,0,0,0.29,0,5.3,0,0,38,65.6,40,143.6
2016-02-24,Mittwoch,1,Sportferien,0,NA,0,NA,NA,0,0,0,0.375,64.175,28561,2.225,1,1,0,4.3,1.4,4.5,-3.3,5.3,1.1,0,0,0,0,6,0,0,36,65.6,33,134.6
2016-02-23,Dienstag,1,Sportferien,0,NA,0,NA,NA,0,0,0,3.075,64.125,14302.975,2.375,27.5,1,0,3.4,1.7,10.1,0.7,4.02,5.1,1,1,3.6,0,5.6,0,0,51,65.6,38,154.6
2016-02-22,Montag,1,Sportferien,0,NA,0,NA,NA,0,0,0,6.725,66.325,28561,1.875,1,1,0,4.8,1.3,8.4,-1.6,0.81,0,0,0,0,0,6.5,0.9,0,53,65.6,32,150.6
2016-02-21,Sonntag,1,Sportferien,0,NA,0,NA,NA,0,0,0,3.975,74.425,22170.05,1.875,1.975,1,0,6.4,1.1,2.9,-10.4,11.14,0,0,0,0.04,0,4.7,2.6,0,59,65.6,39,163.6
2016-02-20,Samstag,1,Sportferien,0,NA,0,NA,NA,0,0,0,-3.15,70.375,21420.75,1.75,23.275,1,0,5.2,1.1,-0.9,-9.7,0,0,0,1,0.91,2.3,4.1,0,0,56,65.6,21,142.6
2016-02-19,Freitag,1,Sportferien,0,NA,0,NA,NA,0,0,0,-1.45,67.425,28561,2.35,1,1,0,2.2,1.1,4.2,-7.8,0,0,0,0,0,0,4.3,0,0,33,65.6,46,144.6
2016-02-18,Donnerstag,1,Sportferien,0,NA,0,NA,NA,0,0,0,-0.625,67.875,28561,1.425,1,1,0,3.2,1.1,3.7,-6.9,0,0,0,0,0,0,3.7,2.1,0,41,65.6,43,149.6
2016-02-17,Mittwoch,1,Sportferien,0,NA,0,NA,Fasnachtsmittwoch *,1,1,1,-1,68.95,28561,1.625,1,1,0,2.3,1.3,-0.1,-6.1,0,0,0,0,0,0,5.6,0.3,0,47,65.6,42,154.6
2016-02-16,Dienstag,1,Sportferien,0,NA,0,NA,Fasnachtsdienstag *,1,1,1,-1.25,70.675,28561,2.75,1,1,0,2,1.1,1,-6.3,0.78,1.2,0,0,0,0,4.5,0,0,54,65.6,35,154.6
2016-02-15,Montag,1,Sportferien,0,NA,0,NA,Fasnacht *,1,1,1,-0.35,71.7,28561,2.05,3.425,1,0,2.6,1.5,3.7,-4.8,3.6,0,0,0,0.2,0.4,4.5,0,0,58,65.6,50,173.6
2016-02-14,Sonntag,1,Sportferien,0,NA,0,NA,Valentinstag,1,1,1,-0.075,70.375,21420.75,2.225,24.525,1,0,5.8,1.2,2.9,-4,0.29,0.3,0,1,2.35,4.2,7.8,0.8,0,96,65.6,39,200.6
2016-02-13,Samstag,1,Sportferien,0,NA,0,NA,NA,0,0,0,-1.7,69.875,28561,1.575,1,1,0,4.6,1.2,-1.1,-7.4,0.91,1.3,0,0,0,0,4.9,0.7,0,71,65.6,20,156.6
2016-02-12,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,-3.8,68.575,28561,1.875,2.025,1,0,5.5,1.2,0.1,-11.2,0,0,0,0,0.21,0.2,5.5,2.7,0,35,65.6,27,127.6
2016-02-11,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,-5.55,70.375,28561,1.75,1,1,0,3.1,1.7,-1.1,-9.4,0.92,1.2,0,0,0,0,4.5,1.8,0,30,65.6,32,127.6
2016-02-10,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,-1.5,69.725,28561,2.95,4.325,1,0,6.5,1.6,4.6,-3,4.44,5.5,0,0,1.76,2.7,7,0.4,0,54,65.6,47,166.6
2016-02-09,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,3.425,64.825,28561,3.025,6.05,1,0,8.5,1.5,5.3,-3.8,0.54,0,0,0,0.46,0,7,0,0,51,65.6,44,160.6
2016-02-08,Montag,0,NA,0,NA,0,NA,Fasnachtsmontag,1,1,1,1.18,68.3,21420.75,2.15,1,1,0,5.1,1.5,4.3,-2.5,7.56,7.7,0,1,0,0,5.9,1.1,0,36,65.6,51,152.6
2016-02-07,Sonntag,0,NA,1,Sportferien,0,NA,NA,0,0,0,2.7,55.95,21420.75,2.9,4.825,1,0,9,1.7,5.7,-5.9,0,0,0,1,0.56,0,7.3,0,0,62,65.6,43,170.6
2016-02-06,Samstag,0,NA,1,Sportferien,0,NA,NA,0,0,0,-0.35,57.325,28561,1.975,1,1,0,6.9,1.1,2,-5.5,4.28,7.4,0,0,0,0,5.3,1.4,0,77,65.6,33,175.6
2016-02-05,Freitag,0,NA,1,Sportferien,0,NA,NA,0,0,0,0.125,62.425,28561,1.7,20.375,1,0,3.7,1.3,-0.7,-7,7.41,10.9,0,0,1.36,2.5,4.4,0,0,34,65.6,23,122.6
2016-02-04,Donnerstag,0,NA,1,Sportferien,0,NA,NA,0,0,0,-2.475,48.25,24788.675,1.575,5.275,1,0,4.1,2.1,2.2,-7.8,3.48,2.5,0,0,0.51,0.4,5.1,0,0,32,65.6,21,118.6
2016-02-03,Mittwoch,0,NA,1,Sportferien,0,NA,NA,0,0,0,-0.025,38.5,16618.4,2.625,17.325,1,0,8.5,1.8,4.6,-2.4,0,0,0,0,1.48,0,8.4,0,0,43,65.6,44,152.6
2016-02-02,Dienstag,0,NA,1,Sportferien,0,NA,NA,0,0,0,4.675,37.375,28561,1.5,1,1,0,3.9,1.3,5.3,0.3,0.5,0,0,0,0,0,8,0.5,0,33,65.6,59,157.6
2016-02-01,Montag,0,NA,1,Sportferien,0,NA,NA,0,0,0,5.35,41.625,22206.1,2.225,9.175,1,0,5.5,1.4,2,-0.8,11.09,11.1,1,0,0.7,0,4.9,1.6,0,41,65.6,27,133.6
2016-01-31,Sonntag,0,NA,1,Sportferien,0,NA,NA,0,0,0,1.55,39.5,6674.05,1.675,47.05,1,0,4.9,1.3,-0.3,-2.9,2.17,5.8,0,0,3.92,6,5.6,0,0,56,65,22,143
2016-01-30,Samstag,0,NA,1,Sportferien,0,NA,NA,0,0,0,2.775,36,20258.9,2.225,1,1,0,2.9,1.3,5.2,-2.8,0,0,0,0,0,0,5.5,0,0,67,65,19,151
2016-01-29,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,3.25,38.05,28561,1.025,1,1,0,2.1,1.5,5.6,-3.8,0,0,0,0,0,0,5.2,0.5,0,29,65,27,121
2016-01-28,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,2,36.525,28561,1.2,1,1,0,3,1.5,7.2,-4,0,0,0,0,0,0,5.8,0.7,0,22,65,36,123
2016-01-27,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,2.6,35.375,28561,0.95,1,1,0,2.2,1.5,7.6,-3.2,0,0,0,0,0,0,5.7,2.7,0,15,65,35,115
2016-01-26,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,3.85,37.425,28561,1.075,1,1,0,2.3,1.4,8,-2.1,0,0,0,0,0,0,5.7,2.3,0,33,65,23,121
2016-01-25,Montag,0,NA,0,NA,0,NA,NA,0,0,0,3.725,38.2,28561,1.05,1,1,0,3.1,1.5,6.4,-7.6,0,0,0,0,0,0,5.5,3.2,0,33,65,45,143
2016-01-24,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,0.825,40.55,28561,1.675,1,1,0,4.1,1.3,2.3,-7.4,0.61,0.8,0,0,0,0,5.9,0,0,40,65,16,121
2016-01-23,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,-0.725,42.575,28561,1.725,1,1,0,4.6,1.5,2.6,-9.6,0,0,0,0,0,0,6.2,0,0,32,65,16,113
2016-01-22,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,-4.65,42.375,28561,0.825,1,1,0,3.1,1.2,-8.1,-8.5,0,0,0,0,0,0,5.7,1.6,0,35,65,25,125
2016-01-21,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,-2.825,44.475,28561,1.375,1,1,0,3,1,-1.4,-9.6,0,0,0,0,0,0,4,0.4,0,15,65,42,122
2016-01-20,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,-3.025,45.775,28561,1.45,1,1,0,3.4,1.3,-1.6,-15.2,0,0,0,0,0,0,4.6,0,0,23,65,43,131
2016-01-19,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,-7.05,45.375,28561,1.125,1,1,0,2.7,1.2,-4.6,-17.1,0,0,0,0,0,0,5.9,0.9,0,20,65,37,122
2016-01-18,Montag,0,NA,0,NA,0,NA,NA,0,0,0,-9.7,47.3,28561,1.625,1,1,0,4.8,2.6,-7.8,-15.6,0,0,0,0,0,0,6,0,0,33,65,49,147
2016-01-17,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,-6.425,46.075,21420.75,3.15,1,1,0,7.8,1.4,-5.2,-10.1,0,0,0,1,0,0,10.1,0,0,25,65,35,125
2016-01-16,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,-4.825,41.8,28561,1.675,1,1,0,4.4,1.3,-3.9,-10.2,0,0,0,0,0,0,4.1,0,0,28,65,16,109
2016-01-15,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,-3.05,39.5,28561,1.9,1,1,0,7,1.4,-0.9,-11.6,0,0,0,0,0,0,6.9,1.1,0,26,65,31,122
2016-01-14,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,-3.675,40.175,28561,1.625,1,1,0,4.2,1.4,-2.6,-11.5,0,0,0,0,0,0,6.1,0.7,0,21,65,37,123
2016-01-13,Mittwoch,0,NA,0,NA,0,NA,NA,0,0,0,-1.525,34.525,21420.75,2.05,1,9.5,0,5.4,1.1,-0.6,-4.6,0.58,0.5,0,1,0,0,5.6,0.4,0,23,65,48,136
2016-01-12,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,0.15,23.125,21420.75,1.225,1.75,13.9,0,4.3,2.5,3.6,-2,1.88,0.8,0,1,0.04,0,5,0,0,21,65,50,136
2016-01-11,Montag,0,NA,0,NA,0,NA,NA,0,0,0,2.325,16.875,16323.15,1.75,1,24.5,0,9,1.8,4.6,-2.9,0,0,0,1,0,0,10.2,0,0,34,65,54,153
2016-01-10,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,1.3,15.225,14280.5,1.55,1,1,0,8.9,1,3.3,-2.9,0.66,0,0,1,0,0,6.2,0,0,21,65,17,103
2016-01-09,Samstag,0,NA,0,NA,0,NA,NA,0,0,0,1.35,16.125,21420.75,1.45,5.375,1,0,4.3,1.4,3,-6.4,0,0,0,1,0.44,0,4.1,0,0,43,65,17,125
2016-01-08,Freitag,0,NA,0,NA,0,NA,NA,0,0,0,-0.325,19.525,28561,1.75,1,1,0,3.7,1.4,-0.5,-7.4,7.26,13.4,0,0,0,0,5.9,0,0,39,65,33,137
2016-01-07,Donnerstag,0,NA,0,NA,0,NA,NA,0,0,0,-1.725,13.625,23009.35,1.9,1,1,0,7,1.2,0.1,-8.2,0,0,0,0,0.03,0,5.7,0,0,29,65,29,123
2016-01-06,Mittwoch,0,NA,0,NA,0,NA,Heilige Drei Könige,0,0,1,-2.875,11.05,28561,1.325,1,1,0,1.6,1.3,1.7,-8.4,0,0,0,0,0,0,3.9,0,0,37,65,28,130
2016-01-05,Dienstag,0,NA,0,NA,0,NA,NA,0,0,0,-1.875,9.375,28561,0.95,1,1,0,3.8,1.6,1,-5.7,0.64,0.6,0,0,0,0,5.9,1.1,0,31,65,40,136
2016-01-04,Montag,0,NA,0,NA,0,NA,NA,0,0,0,0.075,9.05,28561,1.925,1.7,1,0,11.5,1.4,0.9,-3.1,0,0,0,0,0.08,0,8.9,0,0,65,65,50,180
2016-01-03,Sonntag,0,NA,0,NA,0,NA,NA,0,0,0,0.45,6.2,15970.125,1.625,5.1,1,0,3,1,1.6,-1.8,9.01,13.7,0,1,0.57,0.5,4.2,0,0,38,65,25,128
2016-01-02,Samstag,0,NA,0,NA,0,NA,Berchtoldstag,0,0,0,-0.05,0.225,21420.75,0.925,27.125,1,0,3,1,3.2,-1.5,0,0,0,1,1.7,2.1,3.6,0,0,72,65,18,155
2016-01-01,Freitag,0,NA,0,NA,0,NA,Neujahr,1,1,1,0.225,0.3,18397.725,1.375,1,1,0,2.1,1.2,2.6,-2.3,1.05,2.9,0,0,0,0,3.8,1.7,0,23,65,10,98
